"","age","job","education","default","month","duration","poutcome","Subscription"
"439",47,"admin.","university.degree","no","may",196,"nonexistent","no"
"440",46,"management","unknown","no","may",149,"nonexistent","no"
"441",40,"technician","professional.course","unknown","may",264,"nonexistent","no"
"442",26,"housemaid","university.degree","no","may",246,"nonexistent","no"
"443",32,"blue-collar","basic.9y","unknown","may",309,"nonexistent","no"
"444",45,"management","university.degree","no","may",140,"nonexistent","no"
"445",34,"admin.","basic.9y","no","may",175,"nonexistent","no"
"446",47,"blue-collar","unknown","unknown","may",136,"nonexistent","no"
"447",42,"technician","professional.course","no","may",1623,"nonexistent","yes"
"448",57,"technician","basic.4y","unknown","may",50,"nonexistent","no"
"449",57,"technician","basic.4y","unknown","may",101,"nonexistent","no"
"450",38,"blue-collar","basic.4y","no","may",144,"nonexistent","no"
"451",57,"technician","basic.4y","unknown","may",238,"nonexistent","no"
"452",28,"student","basic.9y","unknown","may",354,"nonexistent","no"
"453",60,"management","university.degree","no","may",451,"nonexistent","no"
"454",48,"admin.","university.degree","no","may",159,"nonexistent","no"
"455",47,"technician","professional.course","no","may",170,"nonexistent","no"
"456",40,"admin.","high.school","no","may",243,"nonexistent","no"
"457",51,"management","professional.course","unknown","may",141,"nonexistent","no"
"458",48,"unemployed","basic.4y","no","may",112,"nonexistent","no"
"459",54,"housemaid","basic.4y","no","may",262,"nonexistent","no"
"460",40,"blue-collar","basic.6y","no","may",53,"nonexistent","no"
"461",44,"admin.","basic.9y","unknown","may",134,"nonexistent","no"
"462",42,"technician","high.school","no","may",204,"nonexistent","no"
"463",52,"self-employed","university.degree","no","may",678,"nonexistent","no"
"464",31,"blue-collar","basic.9y","no","may",182,"nonexistent","no"
"465",32,"services","high.school","no","may",162,"nonexistent","no"
"466",44,"admin.","high.school","no","may",177,"nonexistent","no"
"467",39,"management","basic.6y","unknown","may",27,"nonexistent","no"
"468",57,"management","professional.course","unknown","may",699,"nonexistent","no"
"469",52,"admin.","basic.4y","no","may",358,"nonexistent","no"
"470",42,"management","university.degree","no","may",1677,"nonexistent","yes"
"471",42,"technician","professional.course","unknown","may",529,"nonexistent","no"
"472",43,"management","professional.course","no","may",310,"nonexistent","no"
"473",31,"admin.","high.school","no","may",47,"nonexistent","no"
"474",29,"admin.","university.degree","unknown","may",379,"nonexistent","no"
"475",57,"blue-collar","basic.4y","no","may",30,"nonexistent","no"
"476",44,"blue-collar","basic.9y","unknown","may",472,"nonexistent","no"
"477",59,"unknown","unknown","unknown","may",113,"nonexistent","no"
"478",39,"blue-collar","basic.4y","unknown","may",114,"nonexistent","no"
"479",57,"retired","university.degree","no","may",116,"nonexistent","no"
"480",41,"management","unknown","unknown","may",448,"nonexistent","no"
"481",37,"technician","high.school","unknown","may",264,"nonexistent","no"
"482",38,"services","high.school","no","may",169,"nonexistent","no"
"483",42,"retired","basic.4y","no","may",145,"nonexistent","no"
"484",49,"unknown","unknown","unknown","may",288,"nonexistent","no"
"485",54,"management","basic.6y","unknown","may",381,"nonexistent","no"
"486",36,"admin.","university.degree","no","may",176,"nonexistent","no"
"487",32,"admin.","university.degree","unknown","may",215,"nonexistent","no"
"488",35,"technician","professional.course","no","may",278,"nonexistent","no"
"489",45,"housemaid","professional.course","unknown","may",188,"nonexistent","no"
"490",56,"technician","unknown","no","may",174,"nonexistent","no"
"491",34,"technician","university.degree","no","may",226,"nonexistent","no"
"492",41,"unemployed","basic.9y","unknown","may",111,"nonexistent","no"
"493",41,"services","basic.9y","no","may",157,"nonexistent","no"
"494",36,"blue-collar","basic.9y","unknown","may",46,"nonexistent","no"
"495",32,"admin.","university.degree","unknown","may",49,"nonexistent","no"
"496",31,"services","high.school","unknown","may",374,"nonexistent","no"
"497",38,"technician","professional.course","no","may",349,"nonexistent","no"
"498",35,"admin.","university.degree","unknown","may",325,"nonexistent","no"
"499",53,"admin.","professional.course","no","may",233,"nonexistent","no"
"500",51,"admin.","basic.6y","unknown","may",531,"nonexistent","no"
"501",56,"entrepreneur","university.degree","unknown","may",153,"nonexistent","no"
"502",33,"admin.","basic.9y","no","may",80,"nonexistent","no"
"503",33,"admin.","basic.9y","no","may",198,"nonexistent","no"
"504",51,"services","high.school","unknown","may",568,"nonexistent","no"
"505",39,"services","high.school","unknown","may",918,"nonexistent","yes"
"506",45,"entrepreneur","university.degree","no","may",82,"nonexistent","no"
"507",40,"technician","university.degree","no","may",198,"nonexistent","no"
"508",60,"unknown","unknown","unknown","may",211,"nonexistent","no"
"509",33,"technician","university.degree","no","may",120,"nonexistent","no"
"510",47,"blue-collar","high.school","unknown","may",269,"nonexistent","no"
"511",48,"blue-collar","basic.4y","no","may",128,"nonexistent","no"
"512",43,"entrepreneur","high.school","no","may",166,"nonexistent","no"
"513",37,"management","university.degree","no","may",211,"nonexistent","no"
"514",50,"services","basic.9y","no","may",369,"nonexistent","no"
"515",59,"entrepreneur","high.school","no","may",91,"nonexistent","no"
"516",32,"technician","unknown","unknown","may",267,"nonexistent","no"
"517",42,"housemaid","basic.4y","unknown","may",198,"nonexistent","no"
"518",52,"blue-collar","basic.4y","no","may",371,"nonexistent","no"
"519",42,"blue-collar","unknown","unknown","may",288,"nonexistent","no"
"520",42,"admin.","unknown","no","may",221,"nonexistent","no"
"521",40,"management","basic.9y","unknown","may",427,"nonexistent","no"
"522",38,"blue-collar","basic.9y","no","may",310,"nonexistent","no"
"523",39,"blue-collar","basic.6y","no","may",158,"nonexistent","no"
"524",39,"blue-collar","basic.6y","no","may",198,"nonexistent","no"
"525",38,"admin.","high.school","no","may",145,"nonexistent","no"
"526",47,"admin.","unknown","unknown","may",247,"nonexistent","no"
"527",30,"services","high.school","no","may",102,"nonexistent","no"
"528",38,"admin.","high.school","no","may",179,"nonexistent","no"
"529",39,"technician","university.degree","no","may",73,"nonexistent","no"
"530",44,"admin.","high.school","no","may",263,"nonexistent","no"
"531",36,"admin.","high.school","no","may",342,"nonexistent","no"
"532",41,"services","high.school","unknown","may",41,"nonexistent","no"
"533",41,"blue-collar","basic.6y","no","may",13,"nonexistent","no"
"534",35,"blue-collar","basic.9y","no","may",79,"nonexistent","no"
"535",41,"technician","high.school","no","may",358,"nonexistent","no"
"536",36,"services","high.school","unknown","may",162,"nonexistent","no"
"537",35,"admin.","high.school","no","may",150,"nonexistent","no"
"538",33,"blue-collar","basic.4y","unknown","may",26,"nonexistent","no"
"539",38,"admin.","basic.6y","unknown","may",250,"nonexistent","no"
"540",33,"self-employed","university.degree","no","may",792,"nonexistent","no"
"541",55,"self-employed","unknown","unknown","may",146,"nonexistent","no"
"542",36,"blue-collar","basic.9y","unknown","may",440,"nonexistent","no"
"543",57,"technician","professional.course","unknown","may",289,"nonexistent","no"
"544",32,"entrepreneur","university.degree","no","may",242,"nonexistent","no"
"545",30,"self-employed","high.school","no","may",123,"nonexistent","no"
"546",43,"admin.","professional.course","no","may",161,"nonexistent","no"
"547",46,"admin.","university.degree","no","may",268,"nonexistent","no"
"548",35,"admin.","high.school","no","may",259,"nonexistent","no"
"549",34,"admin.","university.degree","no","may",26,"nonexistent","no"
"550",50,"blue-collar","basic.4y","unknown","may",153,"nonexistent","no"
"551",39,"admin.","university.degree","no","may",424,"nonexistent","no"
"552",39,"blue-collar","basic.9y","unknown","may",375,"nonexistent","no"
"553",42,"entrepreneur","basic.6y","no","may",179,"nonexistent","no"
"554",57,"retired","university.degree","no","may",383,"nonexistent","no"
"555",45,"blue-collar","basic.4y","unknown","may",440,"nonexistent","no"
"556",40,"technician","basic.4y","no","may",195,"nonexistent","no"
"557",42,"blue-collar","high.school","no","may",1297,"nonexistent","yes"
"558",40,"technician","basic.4y","no","may",217,"nonexistent","no"
"559",38,"blue-collar","basic.4y","unknown","may",87,"nonexistent","no"
"560",39,"blue-collar","basic.6y","unknown","may",427,"nonexistent","no"
"561",41,"blue-collar","basic.4y","no","may",189,"nonexistent","no"
"562",39,"blue-collar","basic.6y","unknown","may",502,"nonexistent","no"
"563",41,"blue-collar","basic.4y","no","may",260,"nonexistent","no"
"564",45,"admin.","university.degree","unknown","may",209,"nonexistent","no"
"565",35,"admin.","university.degree","no","may",179,"nonexistent","no"
"566",35,"admin.","basic.6y","no","may",179,"nonexistent","no"
"567",49,"blue-collar","high.school","unknown","may",69,"nonexistent","no"
"568",36,"technician","unknown","no","may",105,"nonexistent","no"
"569",23,"admin.","university.degree","no","may",266,"nonexistent","no"
"570",43,"unemployed","university.degree","unknown","may",87,"nonexistent","no"
"571",49,"entrepreneur","professional.course","no","may",524,"nonexistent","no"
"572",36,"technician","professional.course","no","may",155,"nonexistent","no"
"573",51,"blue-collar","basic.9y","unknown","may",162,"nonexistent","no"
"574",56,"retired","basic.4y","unknown","may",316,"nonexistent","no"
"575",45,"housemaid","high.school","no","may",352,"nonexistent","no"
"576",42,"admin.","high.school","no","may",695,"nonexistent","no"
"577",41,"admin.","high.school","no","may",76,"nonexistent","no"
"578",32,"services","high.school","unknown","may",535,"nonexistent","no"
"579",46,"management","university.degree","no","may",310,"nonexistent","no"
"580",37,"blue-collar","unknown","no","may",390,"nonexistent","no"
"581",53,"management","university.degree","unknown","may",369,"nonexistent","no"
"582",30,"blue-collar","basic.4y","no","may",112,"nonexistent","no"
"583",45,"unknown","unknown","unknown","may",79,"nonexistent","no"
"584",24,"technician","professional.course","no","may",140,"nonexistent","no"
"585",45,"unknown","unknown","unknown","may",315,"nonexistent","no"
"586",34,"admin.","university.degree","no","may",262,"nonexistent","no"
"587",41,"management","university.degree","unknown","may",174,"nonexistent","no"
"588",59,"blue-collar","basic.4y","no","may",424,"nonexistent","no"
"589",45,"blue-collar","basic.4y","unknown","may",135,"nonexistent","no"
"590",54,"blue-collar","basic.6y","unknown","may",36,"nonexistent","no"
"591",32,"technician","professional.course","no","may",1906,"nonexistent","no"
"592",33,"technician","professional.course","no","may",219,"nonexistent","no"
"593",32,"admin.","university.degree","no","may",135,"nonexistent","no"
"594",34,"services","high.school","no","may",147,"nonexistent","no"
"595",46,"management","university.degree","no","may",407,"nonexistent","no"
"596",57,"technician","professional.course","no","may",402,"nonexistent","no"
"597",42,"technician","basic.9y","no","may",209,"nonexistent","no"
"598",48,"admin.","professional.course","no","may",92,"nonexistent","no"
"599",58,"admin.","university.degree","unknown","may",208,"nonexistent","no"
"600",34,"services","high.school","no","may",193,"nonexistent","no"
"601",32,"admin.","university.degree","no","may",65,"nonexistent","no"
"602",48,"blue-collar","basic.9y","no","may",284,"nonexistent","no"
"603",47,"blue-collar","basic.9y","no","may",285,"nonexistent","no"
"604",31,"services","high.school","unknown","may",231,"nonexistent","no"
"605",32,"admin.","university.degree","no","may",278,"nonexistent","no"
"606",32,"admin.","university.degree","no","may",389,"nonexistent","no"
"607",36,"services","high.school","no","may",158,"nonexistent","no"
"608",53,"blue-collar","basic.4y","unknown","may",78,"nonexistent","no"
"609",37,"blue-collar","basic.9y","unknown","may",258,"nonexistent","no"
"610",50,"services","high.school","no","may",87,"nonexistent","no"
"611",46,"blue-collar","basic.6y","no","may",147,"nonexistent","no"
"612",41,"admin.","high.school","no","may",635,"nonexistent","no"
"613",43,"blue-collar","basic.4y","no","may",289,"nonexistent","no"
"614",51,"management","university.degree","no","may",170,"nonexistent","no"
"615",38,"admin.","university.degree","no","may",802,"nonexistent","no"
"616",41,"technician","basic.6y","no","may",381,"nonexistent","no"
"617",39,"services","high.school","unknown","may",218,"nonexistent","no"
"618",52,"blue-collar","basic.4y","no","may",57,"nonexistent","no"
"619",37,"technician","professional.course","no","may",304,"nonexistent","no"
"620",41,"admin.","basic.9y","no","may",241,"nonexistent","no"
"621",46,"admin.","university.degree","no","may",230,"nonexistent","no"
"622",47,"technician","professional.course","no","may",79,"nonexistent","no"
"623",35,"technician","professional.course","no","may",262,"nonexistent","no"
"624",38,"services","high.school","unknown","may",392,"nonexistent","no"
"625",30,"blue-collar","unknown","no","may",201,"nonexistent","no"
"626",46,"blue-collar","basic.9y","no","may",145,"nonexistent","no"
"627",30,"technician","professional.course","no","may",252,"nonexistent","no"
"628",35,"services","basic.4y","no","may",329,"nonexistent","no"
"629",58,"admin.","unknown","unknown","may",328,"nonexistent","no"
"630",40,"technician","professional.course","no","may",191,"nonexistent","no"
"631",34,"technician","university.degree","no","may",116,"nonexistent","no"
