"","job","education","default","contact","month","campaign","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","Subscription"
"285","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"286","blue-collar","basic.6y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"287","housemaid","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"yes"
"288","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"289","blue-collar","unknown","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"290","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"291","management","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"292","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"293","technician","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"294","blue-collar","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"295","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"296","self-employed","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"297","blue-collar","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"298","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"299","services","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"300","unknown","unknown","unknown","telephone","may",4,0,"nonexistent",93.994,-36.4,4.857,"no"
"301","services","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"302","blue-collar","high.school","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"303","retired","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"304","unknown","unknown","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"305","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"306","admin.","basic.6y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"307","blue-collar","unknown","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"308","housemaid","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"309","admin.","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"310","blue-collar","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"311","management","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"312","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"313","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"314","blue-collar","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"315","management","university.degree","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"316","admin.","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"317","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"318","retired","basic.6y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"319","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"320","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"321","management","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"322","admin.","basic.6y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"323","technician","unknown","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"324","services","basic.6y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"325","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"326","housemaid","professional.course","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.857,"no"
"327","admin.","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"328","admin.","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"329","blue-collar","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"330","admin.","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"331","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"332","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"333","management","high.school","no","telephone","may",5,0,"nonexistent",93.994,-36.4,4.857,"no"
"334","self-employed","university.degree","no","telephone","may",5,0,"nonexistent",93.994,-36.4,4.857,"no"
"335","services","high.school","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"336","entrepreneur","high.school","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.857,"no"
"337","technician","professional.course","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"338","blue-collar","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"339","blue-collar","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"340","management","university.degree","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"341","management","professional.course","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"342","services","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"343","admin.","basic.9y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"344","unknown","unknown","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"345","blue-collar","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"346","technician","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"347","services","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"348","blue-collar","basic.9y","unknown","telephone","may",4,0,"nonexistent",93.994,-36.4,4.857,"no"
"349","entrepreneur","university.degree","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"350","blue-collar","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"351","blue-collar","basic.6y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"352","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"353","management","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"354","services","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"355","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"356","unemployed","university.degree","no","telephone","may",4,0,"nonexistent",93.994,-36.4,4.857,"no"
"357","blue-collar","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"358","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"359","services","basic.4y","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"360","entrepreneur","basic.4y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"361","unemployed","high.school","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"362","management","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"363","technician","high.school","no","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"364","blue-collar","basic.4y","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"365","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"366","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"367","self-employed","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"368","admin.","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"369","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"370","management","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"371","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"372","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"373","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"374","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"375","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"376","blue-collar","unknown","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"377","technician","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"378","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"379","admin.","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"380","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"381","blue-collar","unknown","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"382","admin.","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"383","management","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"384","student","unknown","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"385","management","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"386","management","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"387","self-employed","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"388","housemaid","basic.6y","unknown","telephone","may",4,0,"nonexistent",93.994,-36.4,4.857,"no"
"389","unknown","unknown","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"yes"
"390","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"yes"
"391","retired","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"392","management","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"393","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"394","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"395","admin.","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"396","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"397","services","high.school","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"398","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"399","self-employed","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"400","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"401","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"402","services","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"403","blue-collar","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"404","unemployed","university.degree","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"405","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"406","entrepreneur","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"407","services","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"408","admin.","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"409","services","high.school","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"410","blue-collar","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"411","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"412","technician","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"413","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"414","retired","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"415","entrepreneur","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"416","blue-collar","basic.4y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"417","self-employed","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"418","admin.","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"419","services","high.school","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"420","technician","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"421","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"422","entrepreneur","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"423","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"424","management","university.degree","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"425","blue-collar","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"426","blue-collar","basic.9y","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"427","management","basic.6y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"428","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"429","unknown","unknown","unknown","telephone","may",3,0,"nonexistent",93.994,-36.4,4.857,"no"
"430","services","high.school","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"431","self-employed","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"432","self-employed","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"433","self-employed","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"434","services","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"435","services","unknown","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"436","technician","professional.course","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"437","housemaid","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"438","blue-collar","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"439","admin.","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"440","management","unknown","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"441","technician","professional.course","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"442","housemaid","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"443","blue-collar","basic.9y","unknown","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
"444","management","university.degree","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"445","admin.","basic.9y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"446","blue-collar","unknown","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"447","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"yes"
"448","technician","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"449","technician","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"450","blue-collar","basic.4y","no","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"451","technician","basic.4y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"452","student","basic.9y","unknown","telephone","may",1,0,"nonexistent",93.994,-36.4,4.857,"no"
"453","management","university.degree","no","telephone","may",2,0,"nonexistent",93.994,-36.4,4.857,"no"
